Region,County,Municipality,BIN,Location,Feature Carried,Feature Crossed,Owner,Year Built or Replaced,Date of Last Inspection,Poor Status
2,Montgomery,Canajoharie (Village),5007949,.5 MI W OF I90 EXIT 29,90IX,10,NYS Thruway Authority,2000,11/15/2018,N
2,Montgomery,Canajoharie (Village),5515959,JCT I-90 < CANAJOHARIE CK,90IX,INCINERATOR ROAD,NYS Thruway Authority,1955,06/20/2018,N
2,Montgomery,Canajoharie (Village),5515940,AT VILLAGE OF CANAJOHARIE,CANAJOHARIE INTER,90IX,NYS Thruway Authority,1955,08/06/2019,N
2,Montgomery,Canajoharie (Village),3309810,AT CANAJOHARIE,CREEK ROAD,CANAJOHARIE CREEK,County,1935,08/28/2017,N
2,Montgomery,Canajoharie (Village),2266930,AT CANAJOHARIE,INCINERATOR ROAD,CANAJOHARIE CREEK,NYS Thruway Authority,1953,10/15/2019,Y
2,Montgomery,Canajoharie (Village),3309830,IN CANAJOHARIE,MONTGOMERY STREET,CANAJOHARIE CREEK,County,1933,06/06/2019,N
2,Montgomery,Charleston (Town),2266980,7.0 MI.SE OF GLEN,BUTLER ROAD,WILSEY CREEK,Town,1987,04/10/2019,N
2,Montgomery,Charleston (Town),3310110,9 MI SOUTH OF FORT HUNTER,CR127 BURTONSVILLE RD,WILSEY CREEK,County,1936,04/03/2019,N
2,Montgomery,Charleston (Town),3310130,9.0 MI S OF FORT HUNTER,CR127 BURTONVILLE ROAD,WILSEY CREEK,County,2003,06/05/2019,N
2,Montgomery,Charleston (Town),3310050,4 MILES SE OF GLEN,CR129 HUGHES ROAD,KEVIN CREEK,County,2005,10/23/2017,N
2,Montgomery,Charleston (Town),3310140,10 MI S OF AMSTERDAM,CR160 BURTONVILLE ROAD,SCHOHARIE CREEK OVERFLOW,County,1939,08/30/2019,Y
2,Montgomery,Florida (Town),1002970,1.5 MI E JCT RTS 5S & 160,5S  5S25033018,TERWILLEGER CREEK,NYSDOT,1957,12/11/2018,N
2,Montgomery,Florida (Town),1002980,31MI E  JCT RTS 160+5S,5S  5S25033034,UNNAMED CREEK,NYSDOT,1928,04/30/2018,N
2,Montgomery,Florida (Town),1021040,2.5 MI SE JCT RTS 30 &161,30  30 25041027,SO CHUCTANUNDA CK,NYSDOT,1999,07/09/2019,N
2,Montgomery,Florida (Town),1038830,0.7 M SW JCT RTS 30 & 161,161 161 25011063,SO CHUCTANUNDA CK,NYSDOT,1999,08/21/2019,N
2,Montgomery,Florida (Town),5515830,1 MI W I-90 EXIT 27,90IX,S CHUCTANUNDA CRK,NYS Thruway Authority,1952,06/21/2018,N
2,Montgomery,Florida (Town),5515800,1.3 MI W OF CRANESVILLE,90IX,TERWILLEGER CREEK,NYS Thruway Authority,1952,06/22/2018,N
2,Montgomery,Florida (Town),5038799,04MI S JCT RTS 5S+160,90IX,THAYER RD  RTE 16,NYS Thruway Authority,1953,09/11/2019,N
2,Montgomery,Florida (Town),5515810,1.4 MI W OF CRANESVILLE,90IX  .,LANGLEY RD-CR 149,NYS Thruway Authority,1953,06/22/2018,N
2,Montgomery,Florida (Town),5515780,1.5MI SE OF CRANESVILLE,BULLS HEAD ROAD,90IX,NYS Thruway Authority,1952,06/19/2019,N
2,Montgomery,Florida (Town),3310200,.5 MILE SE OF MINAVILLE,CEMETERY DRIVE,S CHUCTANUNDA CK,County,1936,07/31/2019,Y
2,Montgomery,Florida (Town),3310180,.2 MILE NW OF MINAVILLE,CR144 DUNLAP ROAD,S CHUCTANUNDA CK,County,2006,04/08/2019,N
2,Montgomery,Florida (Town),3310220,2.5 MI SE OF AMSTERDAM,CR152 PATTERSONVILLE RD,TERWILLEGER CREEK,County,1929,04/03/2019,N
2,Montgomery,Florida (Town),3310210,2 MI SE OF MINAVILLE,CR154 SULPHUR SPRINGS RD,S CHUCTANUNDA CK,County,2002,07/23/2018,N
2,Montgomery,Florida (Town),1038800,.2 MI SE JCT CR149 &CR16,CR165 THAYER RD,TERWILLEGER CREEK,County,1934,06/12/2019,N
2,Montgomery,Florida (Town),5515850,1.0 MI.SW OF FORT HUNTER,FORT HUNTER ROAD,90IX,NYS Thruway Authority,1955,06/06/2019,N
2,Montgomery,Florida (Town),3310190,.2 MILE NW OF MINAVILLE,FORT HUNTER ROAD (CR 145),S CHUCTANUNDA CRK,County,2017,10/31/2019,N
2,Montgomery,Florida (Town),3310170,2 MILES SW OF AMSTERDAM,HARTLEY ROAD,S CHUCTANUNDA CRK,County,1935,06/05/2019,N
2,Montgomery,Florida (Town),5515790,0.8MI SW OF CRAHESVILLE,PATTERSONVILLE RD,90IX,NYS Thruway Authority,1953,06/07/2019,N
2,Montgomery,Florida (Town),5515840,1.3 MI W I-90 INT 27,SNOOKS CORNERS RD,90IX,NYS Thruway Authority,1953,08/28/2019,N
2,Montgomery,Fonda (Village),1002540,0.1 MI W JCT RTS 5 & 334,5   5 25121235,CAYADUTTA CREEK,NYSDOT,1938,11/21/2018,Y
2,Montgomery,Fonda (Village),1021430,.1 MI S JCT SH 5 & SH 30,30A 30A25021133,CSX TRANS/ AMTRAK,NYSDOT,2012,09/10/2018,N
2,Montgomery,Fort Johnson (Village),1002550,.2 MI W JCT SH 5 & SH 67,5   5 25121311,KAYADEROSSERAS CK,NYSDOT,1962,11/07/2019,Y
2,Montgomery,Fort Johnson (Village),1029130,.3 MI N JCT RTS 5 AND 67,67  67 25021042,KAYADEROSSERAS CK,NYSDOT,1998,10/31/2018,N
2,Montgomery,Fort Plain (Village),1002800,0.2 MI S JCT RTS 5S & 80,5S  5S25031076,OTSQUAGO CREEK,NYSDOT,1931,11/19/2018,N
2,Montgomery,Fort Plain (Village),1030950,05MI W  JCT RTS 5S+80,80  80 25061065,OTSQUAGO CREEK,NYSDOT,1967,08/30/2019,N
2,Montgomery,Fort Plain (Village),4030970,.3 MI SE JCT SH 5 & SH 80,80  80 25061074,ERIE BARGE CANAL,NYSDOT,1932,11/19/2018,N
2,Montgomery,Fort Plain (Village),1038840,0.4M W JCT RTS 163&80,163 163 25011000,OTSQUAGO CRK,NYSDOT,1988,06/21/2018,N
2,Montgomery,Fort Plain (Village),5030969,Jct Rte I-90 & Route 80,90IX,80  80 25061074,NYS Thruway Authority,1953,08/21/2018,N
2,Montgomery,Fort Plain (Village),5515979,AT VILLAGE OF FORT PLAIN,90IX,OTSQUAGO CREEK,NYS Thruway Authority,2001,11/27/2018,N
2,Montgomery,Fort Plain (Village),5515980,4.3 MI W I-90 INT 29,90IX,PED/BIKE PATH,NYS Thruway Authority,1955,06/26/2018,Y
2,Montgomery,Fultonville (Village),4021420,.4 MI S JCT SH 5 & SH 30A,30A 30A25021130,ERIE BARGE CANAL,NYSDOT,1989,11/14/2017,N
2,Montgomery,Fultonville (Village),5021410,03MI N JCT RTS 5S+30A,90IX,NYS ROUTE 30A,NYS Thruway Authority,1953,07/15/2019,N
2,Montgomery,Glen (Town),1002890,58MI E  JCT RTS 162+5S,5S  5S25031197,VAN WIE CREEK,NYSDOT,1954,05/18/2018,N
2,Montgomery,Glen (Town),1002910,2.9 MI E JCT RTS 5S & 30A,5S  5S25031259,AURIES CREEK,NYSDOT,1964,05/29/2018,N
2,Montgomery,Glen (Town),1094240,33MI E  JCT RTS 30A+5S,5S  5S25031263,RAVINE CREEK,NYSDOT,1929,10/31/2019,N
2,Montgomery,Glen (Town),1021400,1 MI N JCT NY 30A &NY 161,30A 30A25021098,AURIES CREEK,NYSDOT,2006,08/09/2018,N
2,Montgomery,Glen (Town),1038820,3.3 MI E JCT RTS 30A& 161,161 161 25011037,SCHOHARIE CREEK,NYSDOT,1997,07/08/2019,N
2,Montgomery,Glen (Town),5523610,5.1 MI E JCT SH5S & SH30A,5S 5S25031280,SCHOHARIE CREEK,State - Other,1909,11/13/2017,N
2,Montgomery,Glen (Town),5002939,0.6 MI E JCT RTS 5S & 288,90IX,5S 5S 25031274,NYS Thruway Authority,1953,07/17/2019,N
2,Montgomery,Glen (Town),5515870,1 MI SW OF FORT HUNTER,90IX,AURIES CREEK,NYS Thruway Authority,1991,04/17/2019,N
2,Montgomery,Glen (Town),5515869,90IX OVER SCHOHARIE CR,90IX,SCHOHARIE CREEK,NYS Thruway Authority,1988,06/29/2018,N
2,Montgomery,Glen (Town),5515900,1.5 MI NE OF RANDALL,90IX,VAN WIE CREEK,NYS Thruway Authority,1955,03/29/2019,N
2,Montgomery,Glen (Town),5515880,1.2 MI SE OF FULTONVILLE,920P,90IX,NYS Thruway Authority,1955,08/28/2018,N
2,Montgomery,Glen (Town),3309980,2.0 MI SW OF GLEN,CR110 LOGTOWN ROAD,AURIES CREEK,County,2003,05/29/2019,N
2,Montgomery,Glen (Town),3310000,1.5 MILES WEST OF GLEN,CR110 LOGTOWN ROAD,CORNISH CREEK,County,2003,06/12/2019,N
2,Montgomery,Glen (Town),3310010,.7 MILE NW OF GLEN,CR118 FISHER ROAD,AURIES CREEK,County,1923,08/14/2019,N
2,Montgomery,Glen (Town),3310120,5.8 MI SW OF FULTONVILLE,CR129 HUGHES ROAD,IRISH CREEK,County,1910,05/08/2019,N
2,Montgomery,Glen (Town),3309960,3.2 MI SW OF FULTONVILLE,DILLENBECK ROAD,VAN WIE CREEK,County,1934,05/08/2019,N
2,Montgomery,Glen (Town),5515890,EXIT 28 OF I90,FULTONVILLE INT.,90IX,NYS Thruway Authority,2010,11/06/2018,N
2,Montgomery,Glen (Town),3309990,2 MI SW VILLAGE OF GLEN,HALL ROAD,AURIES CREEK,County,1935,05/08/2019,N
2,Montgomery,Glen (Town),3310060,2.0 MI W OF GLEN,ROUND BARN ROAD,IRISH CREEK,County,2010,04/18/2019,N
2,Montgomery,Hagaman (Village),3310240,AT HAGAMAN,CHUCTANUNDA STREET,N CHUCTANUNDA CK,County,1953,08/20/2019,N
2,Montgomery,Hagaman (Village),3310230,AT VILLAGE OF HAGAMAN,SOUTH PAWLING ST,N CHUCTANUNDA CK,County,1949,10/30/2018,N
2,Montgomery,Minden (Town),1030920,6 MI W JCT SH 5S & SH 80,80  80 25061013,SLATE CREEK,NYSDOT,1973,07/24/2019,N
2,Montgomery,Minden (Town),1030940,2.1 MI W JCT RTS 5S & 80,80  80 25061059,OTSQUAGO CREEK,NYSDOT,2006,11/19/2018,N
2,Montgomery,Minden (Town),1030930,3.7 MI W JCT RTS 5S & 80,80   80 25061044,OTSQUENE CREEK,NYSDOT,1984,03/28/2019,N
2,Montgomery,Minden (Town),5515992,0.3 MI S OF ST JOHNSVILLE,90IX  EB,BRIDGE ST CR 61,NYS Thruway Authority,1954,04/24/2018,N
2,Montgomery,Minden (Town),5516002,10.9 MI W I-90 INT 29,90IX  EB,RIVER RD CR 65,NYS Thruway Authority,1954,04/08/2019,N
2,Montgomery,Minden (Town),5515991,0.3 MI S OF ST JOHNSVILLE,90IX  WB,BRIDGE ST CR 61,NYS Thruway Authority,1954,04/24/2018,N
2,Montgomery,Minden (Town),5516001,10.9 MI W I-90 INT 29,90IX  WB,RIVER RD CR 65,NYS Thruway Authority,1954,04/08/2019,N
2,Montgomery,Minden (Town),3309430,2.5 MI NE OF STARKVILLE,CASLER ROAD,OTSQUAGO CREEK,County,2010,04/17/2019,N
2,Montgomery,Minden (Town),4425020,.3 MI N JCT I90 & C.R.65,CR65 RIVER ROAD,ERIE BARGE CANAL,NYSDOT,1910,11/20/2017,Y
2,Montgomery,Minden (Town),3367250,6 MILES WEST OF FT.PLAIN,CR65 RIVER ROAD,Cornish Creek,County,1952,06/18/2019,N
2,Montgomery,Minden (Town),3309540,3 MI WEST OF FORT PLAIN,CR66 SANDERS ROAD,N BR OTSQUAGO CRK,County,1938,05/08/2019,N
2,Montgomery,Minden (Town),3309480,4.0 MI NE OF STARKVILLE,CR68 PARIS RD,N BR OTSQUAGO CK,County,2005,04/08/2019,N
2,Montgomery,Minden (Town),3309490,4 MI W OF FORT PLAIN,CR73 BERKMANS CORNERS RD,OTSQUAGO CREEK,County,1930,06/19/2019,N
2,Montgomery,Minden (Town),3309520,3.5 SW OF FORT PLAIN,CR74 HESSVILLE ROAD,S BR OTSQUAGO CRK,County,2008,04/05/2019,N
2,Montgomery,Minden (Town),3309450,3.0 MI E OF FORT PLAIN,CR74 HESSVILLE ROAD,S BR OTSQUAGO CRK,County,1934,04/15/2019,N
2,Montgomery,Minden (Town),3309470,3.0 MI SE OF STARKVILLE,CR75 SALT SPRINGVILLE RD,BOWMANS CREEK,County,1936,04/08/2019,N
2,Montgomery,Minden (Town),3309500,3.5 MI W OF FT PLAIN,FREYSBUSH ROAD,S B OTSQUAGO CRK,County,1936,07/23/2019,N
2,Montgomery,Minden (Town),3309530,3 MILES SW OF FORT PLAIN,FREYSBUSH ROAD,S BR OTSQUAGO CRK,County,1936,07/23/2019,N
2,Montgomery,Minden (Town),2205240,2.0 MI NE OF STARKVILLE,H MOYER ROAD,OTSQUAGO CREEK,Town,1889,05/23/2019,Y
2,Montgomery,Minden (Town),3309570,3 MI SW OF FORT PLAIN,KEESLER CRNS ROAD,S BR OTSQUAGO CRK,County,1937,04/15/2019,N
2,Montgomery,Minden (Town),3309580,2.3 MI E OF FORT PLAIN,PICKLE HILL ROAD,N BR OTSQUAGO CRK,County,2009,10/31/2017,N
2,Montgomery,Minden (Town),3309680,1.5 MI W OF FT PLAIN,SPRING STREET,OTSQUAGO CREEK,County,2009,10/31/2017,N
2,Montgomery,Minden (Town),3309600,3.0 MI SW OF FORT PLAIN,WALTS ROAD,S B OTSQUAGO CRK,County,1936,05/29/2019,N
2,Montgomery,Minden (Town),3309590,3 MI SW OF FORT PLAIN,WALTS ROAD,S BR OTSQUAGO CRK,County,1936,05/29/2019,N
2,Montgomery,Mohawk (Town),1046130,1 MI NW JCT RTS 5 & 334,334 334 25011009,CAYADUTTA CREEK,NYSDOT,1992,08/06/2018,N
2,Montgomery,Mohawk (Town),1046140,2.7 MI NW JCT RT 5 & 334,334 334 25011025,CAYADUTTA CREEK,NYSDOT,1992,08/06/2018,N
2,Montgomery,Mohawk (Town),3309970,2.2 MI W OF FONDA,COMMONS ROAD,CAYADUTTA CREEK,County,1935,07/18/2018,N
2,Montgomery,Mohawk (Town),4310090,S TRIBES HILL/N.FT HUNTER,COUNTY ROAD 27,BARGE CANAL,State - Other,1910,11/08/2017,N
2,Montgomery,Mohawk (Town),3310020,3.0 MI E OF FONDA,CR26 MOHAWK DRIVE,DANASCARA CREEK,County,1998,10/31/2018,N
2,Montgomery,Mohawk (Town),3310070,SOUTH OF TRIBES HILL,CR27 MAIN STREET,CSX TRANS/AMTRAK,County,1986,10/05/2019,N
2,Montgomery,Mohawk (Town),3310040,1 MILE W OF TRIBES HILL,OLD TRAIL ROAD,DANESCARA CREEK,County,2005,10/25/2017,N
2,Montgomery,Nelliston (Village),1030980,.3 MI SE JCT SH 5 & SH 80,80  80 25061075,CSX TRANS/AMTRAK,NYSDOT,1993,09/07/2019,N
2,Montgomery,Palatine (Town),1051400,2.4 MI W JCT RTS 5 & 80,5   5 25121068,CAROGA CREEK,NYSDOT,1968,05/18/2018,N
2,Montgomery,Palatine (Town),1002510,17MI N  JCT RTS 80+5,5   5 25121077,SMITH CREEK,NYSDOT,1973,06/26/2018,N
2,Montgomery,Palatine (Town),1002530,4.3 MI E JCT RTS 10 & 5,5   5 25121164,KNAUDERACK CREEK,NYSDOT,1980,08/09/2018,N
2,Montgomery,Palatine (Town),1053810,3.2 MI E JCT SH 5 & CR 52,67  67 25011033,CAROGA CREEK,NYSDOT,1937,08/09/2019,Y
2,Montgomery,Palatine (Town),3309880,2.3 MILES N OF SPRAKERS,CR41 OSWEGATCHIE RD,KNAUDERACK CREEK,County,1938,08/07/2019,N
2,Montgomery,Palatine (Town),3309740,2.4 MI NW OF STONE ARABIA,CR48 WAGNERS HOLLOW RD,CAROGA CREEK,County,1931,11/26/2018,N
2,Montgomery,Palatine (Town),3309760,2.2 MI NW OF STONE ARABIA,CR48 WAGNERS HOLLOW RD,CAROGA CREEK,County,1937,06/12/2019,Y
2,Montgomery,Palatine (Town),3309770,2.7 MI NW OF STONE ARABIA,WAGNERS HOLLOW RD,CAROGA CREEK,County,1950,07/09/2019,N
2,Montgomery,Palatine (Town),3309780,5.0 MI N OF NELLISTON,WAGNERS HOLLOW RD,CAROGA CREEK,County,2007,10/23/2017,N
2,Montgomery,Root (Town),1002850,0.2 MI E JCT RTS 5S & 162,5S  5S25031141,FLAT CREEK,NYSDOT,2009,05/07/2019,N
2,Montgomery,Root (Town),1002860,1.6 MI E JCT RTS 5S & 162,5S  5S25031163,LASHERS CREEK,NYSDOT,1931,06/26/2018,Y
2,Montgomery,Root (Town),1002870,34MI E  JCT RTS 162+5S,5S  5S25031175,YATESVILLE CREEK,NYSDOT,1954,04/27/2018,N
2,Montgomery,Root (Town),1051860,05MI S  JCT RTS 5S+162,162 162 25021111,FLATT CREEK,NYSDOT,1969,07/31/2018,N
2,Montgomery,Root (Town),1051870,.2 MI S JCT SH 5S & SH16,162 162 25021113,EX-NY WS & BUF RR,NYSDOT,1969,11/14/2019,N
2,Montgomery,Root (Town),1002840,JCT RTS 162+5S,162 162 25021115,5S  5S 25031138,NYSDOT,1969,05/09/2018,N
2,Montgomery,Root (Town),5515939,AT SPRAKERS,90IX,FLAT CREEK,NYS Thruway Authority,2019,10/15/2019,N
2,Montgomery,Root (Town),5515920,1.3 MI SE OF YOSTS,90IX,LASHERS CREEK,NYS Thruway Authority,1955,03/28/2019,N
2,Montgomery,Root (Town),5515910,0.5 MI S YOSTS,90IX,YATESVILLE CREEK,NYS Thruway Authority,1955,04/23/2019,N
2,Montgomery,Root (Town),3309950,4.6 MILES S OF RANDALL,COUNTY ROAD 130,YATESVILLE CREEK,County,2014,10/31/2018,N
2,Montgomery,Root (Town),3309930,6.5 MI E OF CANAJOHARIE,CR105 CURRYTOWN RD,YATESVILLE CREEK,County,1935,05/21/2019,N
2,Montgomery,Root (Town),3309860,SPRAKERS,CR107 SPRAKERS ROAD,FLAT CREEK,County,1939,07/25/2019,N
2,Montgomery,Root (Town),3309910,5.5 MI EAST OF AMES,CR93 CARLISLE ROAD,FLAT CREEK,County,2002,04/08/2019,N
2,Montgomery,Root (Town),3309850,2.8 MI S OF SPRAKERS,CR96 HILLTOP ROAD,FLAT CREEK,County,2005,09/28/2019,N
2,Montgomery,Root (Town),3309900,3.5 MI S OF SPRAKERS,CR98 FLAT CREEK RD,FLAT CREEK,County,2002,05/01/2019,N
2,Montgomery,Root (Town),3309920,1.0 MI NW OF LYKERS,DARROW ROAD,EAST CREEK,County,1934,07/23/2019,N
2,Montgomery,Root (Town),3309890,5.3 MI E OF AMES,LATIMER HILL ROAD,FLAT CREEK,County,2006,11/28/2018,N
2,Montgomery,Root (Town),3309940,4.5 MI S OF RANDALL,LOGTOWN ROAD,YATESVILLE CREEK,County,2014,10/31/2018,N
2,Montgomery,Root (Town),3309840,4.8 MI SE OF AMES,MELICK ROAD,FLAT CREEK,County,2004,11/28/2018,N
2,Montgomery,Root (Town),3309870,3.2 MILES S OF SPRAKERS,RAPPA ROAD,FLAT CREEK,County,1937,06/20/2019,N
2,Montgomery,St. Johnsville (Town),1002470,8.7 MI NW JCT RTS 5 & 80,5   5 25121006,CRUM CREEK,NYSDOT,1993,10/21/2019,N
2,Montgomery,St. Johnsville (Town),1002480,7.0 MI NW JCT RTS 5 & 80,5   5 25121023,TIMMERMAN CREEK,NYSDOT,1991,04/17/2019,N
2,Montgomery,St. Johnsville (Town),4309630,VILLAGE OF ST. JOHNSVILLE,CR 61 (Bridge Str,MOHAWK RIVR BARGE,County,1954,11/26/2018,N
2,Montgomery,St. Johnsville (Town),3366160,1.3 MI N OF ST.JOHNSVILLE,CR57 CRUM CREEK RD,TIMMERMAN CREEK,County,1935,04/16/2019,N
2,Montgomery,St. Johnsville (Town),3309440,AT ST. JOHNSVILLE,CR59 CLAY HILL ROAD,CRUM CREEK,County,1936,07/09/2019,N
2,Montgomery,St. Johnsville (Town),3309460,3.0 MI NW ST. JOHNSVILLE,DAVIS ROAD,CRUM CREEK,County,1936,04/16/2019,N
2,Montgomery,St. Johnsville (Town),3309660,1.1 MI NE OF ST.JOHNSVLLE,LASSELVILLE ROAD,ZIMMERMAN CREEK,County,2009,09/10/2019,N
2,Montgomery,St. Johnsville (Town),3309650,1.0 MI N ST. JOHNSVILLE,TRIUMPHO ROAD,TIMMERMAN CREEK,County,2004,05/24/2018,N
2,Montgomery,St. Johnsville (Town),3309670,1.3 MI NE ST. JOHNSVILLE,TRIUMPHO ROAD,ZIMMERMAN CREEK,County,2008,06/27/2019,N
2,Montgomery,St. Johnsville (Village),1002490,64MI NW JCT RTS 80+5,5   5 25121030,ZIMMERMAN CREEK,NYSDOT,1976,11/06/2018,Y
2,Montgomery,St. Johnsville (Village),3309640,AT ST.JOHNSVILLE,CR 65C BRIDGE STREET,CSX TRANS/AMTRAK,County,1976,09/07/2019,N
2,Montgomery,St. Johnsville (Village),2266890,AT ST.JOHNSVILLE,NORTH DIVISION ST,ZIMMERMAN CREEK,Village,1985,06/05/2019,N
2,Montgomery,St. Johnsville (Village),3366170,0.6 MI N OF ST JOHNSVILLE,THUMB ROAD,ZIMMERMAN CREEK,Town,1979,04/16/2019,N
2,Montgomery,St. Johnsville (Village),2266900,AT ST JOHNSVILLE,WILLIAM STREET,ZIMMERMAN CREEK,Village,2000,05/08/2018,N
10,Nassau,Atlantic Beach (Village),5200050,AT ATLANTIC BEACH,ATLANTIC BCH BR,ROADWAY A (SPAN 4),Nassau County Bridge Authority,1952,11/10/2017,N
10,Nassau,East Hills (Village),1049079,I495 - 7.75KM NE QNS CLL,495I 495I03021050,LOCUST LANE,NYSDOT,2003,06/22/2018,N
10,Nassau,East Hills (Village),1050500,I495 - 5.2 MI NE QNS C L,495I EB TO NSP EB,906A906A03021054,NYSDOT,1959,04/18/2019,N
10,Nassau,East Hills (Village),1049069,I495 -4.6 MI NE QNS CO LN,495I495I03021048,ROSLYN ROAD,NYSDOT,2000,07/18/2018,N
10,Nassau,East Hills (Village),1058079,NSP - 4.8 MI NE QNS CO LN,908G908G03011047,LOCUST LANE,NYSDOT,1934,01/16/2018,N
10,Nassau,East Hills (Village),1057500,NSP - 5.1 MI NE QUEENS C,908G908G03011050,495I EB TO NSP EB,NYSDOT,1968,01/16/2018,N
10,Nassau,East Hills (Village),1049080,I495 - 5.2 MI NE QUEENS C,NSP WB TO 495I WB,495I495I03021055,NYSDOT,2000,03/27/2018,N
10,Nassau,East Hills (Village),1050490,RTE 495-5.2 MI NE QNS CL,NSP WB TO 495I WB,906A906A03021055,NYSDOT,1959,04/18/2019,N
10,Nassau,East Hills (Village),1058060,NSP - 4.2 MI NE QNS CO LN,ROSLYN ROAD,908G908G03011043,NYSDOT,1934,05/31/2018,N
10,Nassau,East Hills (Village),1057060,NSP - 4.2 MI NE QNS CO LN,ROSLYN ROAD,908G908G03011043,NYSDOT,1968,02/05/2018,N
10,Nassau,East Rockaway (Village),3300160,.5 MILE E OF E ROCKAWAY,ATLANTIC AVENUE,MILL RIVER,County,1946,03/14/2018,N
10,Nassau,Freeport (Village),1059179,AT FREEPORT-S OF SSP,908E908E03011046,27  27 03041086,NYSDOT,1938,01/16/2019,N
10,Nassau,Freeport (Village),1059189,AT FREEPORT-S OF SSP,908E908E03011048,LONG ISLAND-MK BR,NYSDOT,1934,08/26/2019,N
10,Nassau,Freeport (Village),1059169,AT FREEPORT-S OF SSP,MERRICK ROAD,908E90BE03011043,NYSDOT,1934,01/23/2019,N
10,Nassau,Glen Cove (City),1036889,IN GLEN COVE,107 107 03012000,SEACLIFF AVENUE,NYSDOT,1962,07/02/2019,N
10,Nassau,Glen Cove (City),2270290,City of Glen Cove,Charles St,Glen Cove Crk,City,2007,04/24/2019,N
10,Nassau,Glen Cove (City),1036900,IN GLEN COVE,HENDRICK AVENUE,107 107 03012006 N.B.,NYSDOT,1962,07/01/2019,N
10,Nassau,Glen Cove (City),2261550,SOUTH OF MATINICOCK PT,SOUTHLAND DRIVE,DOSORIS POND,City,1929,04/05/2018,N
10,Nassau,Great Neck Plaza (Village),2261190,1.4 MI SW OF MANHASSET,BARSTOW RD,LIRR PT WASH BR,Village,1935,09/06/2018,Y
10,Nassau,Great Neck Plaza (Village),3364560,2.2 MI SW OF MANHASSET,BAYVIEW AVENUE,LIRR PT WASH BR,County,1955,08/13/2018,Y
10,Nassau,Great Neck Plaza (Village),3364570,1.6 MI SW OF MANHASSET,MIDDLE NECK ROAD,LONG ISLAND-PT WS,County,1935,09/03/2019,N
10,Nassau,Hempstead (Town),1018069,RTE 24 AT NYC-NASSAU CL,24  24 03031002,PEDESTRIAN TUNNEL,NYSDOT,1904,04/16/2019,N
10,Nassau,Hempstead (Town),1018079,.2 MI E NYC L-RTE 24,24  24 03031002,VEHIC-PED TO PRKG,NYSDOT,1958,04/17/2019,N
10,Nassau,Hempstead (Town),1018099,2.3 MI W JCT RTS 24+WSP,24  24 03031080,908E908E03011091,NYSDOT,1956,05/07/2019,N
10,Nassau,Hempstead (Town),1018080,700 FT W JCT SH 24 & MSP,24  24 03031080,CULVERT,NYSDOT,1956,10/28/2019,N
10,Nassau,Hempstead (Town),1018109,JCT RTS 24+WSP,24  24 03031103,908T908T03011097 NB,NYSDOT,1937,05/31/2019,N
10,Nassau,Hempstead (Town),1053259,JCT RTS 27+135,27  27 03041128,135 135 03011017,NYSDOT,1970,09/07/2018,N
10,Nassau,Hempstead (Town),1036240,AT EAST MEADOW-N OF SSP,102 102 03011032,EAST MEADOW BROOK,NYSDOT,1935,08/23/2018,N
10,Nassau,Hempstead (Town),1036769,1.3 MI W JCT RTS SSP+WSP,106 106 03011002,908M908M03011105,NYSDOT,1930,02/08/2018,N
10,Nassau,Hempstead (Town),1057869,1.3 MI W JCT RTS SSP+WSP,106 106 03011002,908M908M03011105,NYSDOT,1956,02/08/2018,N
10,Nassau,Hempstead (Town),1036779,JCT RTS 106+WSP,106 106 03011026,908T908T03011100 NB,NYSDOT,1938,06/07/2019,N
10,Nassau,Hempstead (Town),1056069,.6 MI S JCT SH 27 & SH135,135 135 03011011,MERRICK RD,NYSDOT,1969,08/31/2018,N
10,Nassau,Hempstead (Town),1056079,.4 MI S JCT RTS 27+135,135 135 03011013,WAVERLY AVENUE,NYSDOT,1969,07/26/2018,N
10,Nassau,Hempstead (Town),1053249,.7 MI S JCT RTS 105+135,135 135 03011021,DEMOTT AVE,NYSDOT,1970,08/21/2018,N
10,Nassau,Hempstead (Town),1036759,JCT RTS 105+135,135 135 03011029,105 105 03011026,NYSDOT,1965,07/12/2019,N
10,Nassau,Hempstead (Town),1057819,JCT RTS 135+SSP,135 135 03011036,908M908M03011134,NYSDOT,1966,04/04/2019,N
10,Nassau,Hempstead (Town),1037819,JCT RTS 135+SSP,135 135 03011036,908M908M03011134,NYSDOT,1966,07/25/2019,N
10,Nassau,Hempstead (Town),1037839,.6 MI N JCT SH 135 & SSP,135 135 03011041,ARLINGTON DRIVE,NYSDOT,1965,05/29/2019,N
10,Nassau,Hempstead (Town),1056759,NEAR EAST BAY IN NASSAU,908C908C03011000,REYNOLDS CHANNEL,NYSDOT,1934,03/02/2018,N
10,Nassau,Hempstead (Town),1056769,NEAR EAST BAY IN NASSAU,908C908C03011013,LONG CREEK,NYSDOT,1934,03/01/2018,N
10,Nassau,Hempstead (Town),1056779,NEAR EAST BAY IN NASSAU,908C908C03011022,SWIFT CREEK,NYSDOT,1999,10/18/2019,N
10,Nassau,Hempstead (Town),1059139,NEAR EAST BAY IN NASSAU,908C908C03011025,908E908E03011010,NYSDOT,1935,05/25/2018,N
10,Nassau,Hempstead (Town),1059129,NEAR EAST BAY IN NASSAU,908E908E03011002,SLOOP CHANNEL,NYSDOT,1934,04/02/2018,N
